Input,Output,Domain
"15:45 공항 국내선 G게이트 대기라인 감지 인원 79명, 기준 인원 70명","지금은 15시 45분이며, 공항 국내선 G게이트 앞에는 기준 인원 70명보다 많은 79명이 감지되었습니다. 퇴근 시간대 혼잡이 시작되는 구간입니다.",군중 밀집 및 체류 감지
"09:55 지하철 역사 환승통로 감지 인원 72명, 기준 없음",09시 55분 기준으로 지하철 역사 환승통로에는 기준값 없이 72명이 체류 중입니다. 오전 출근 시간대를 앞두고 향후 유입 증가가 예상됩니다.,군중 밀집 및 체류 감지
"현재 시각은 11시 25분이며, 전시회장 2층 홀 앞에 46명이 있습니다. 기준 인원은 50명입니다.",11시 25분 현재 전시회장 2층 홀 앞에는 기준 인원보다 적은 46명이 확인되었습니다. 이 시점은 비교적 여유 있는 상태입니다.,군중 밀집 및 체류 감지
"현재 시각은 16시 05분이며, 야외무대 구역에 73명이 있습니다. 기준 인원은 80명입니다.",16시 05분 현재 야외무대 구역에는 기준 인원보다 적은 73명이 감지된 상태입니다. 공연 시작 전 관람객 유입을 대비한 선제적 관찰이 필요합니다.,군중 밀집 및 체류 감지
"14:38 시청 앞 광장에 670명 감지, 기준 인원 400명",시청 앞 광장에는 기준 인원 400명을 크게 초과한 670명이 모여 있습니다. 14시 38분 현재 중심부 정체와 밀집이 심화되어 즉각적인 안내 방송과 진입 통제 조치가 필요합니다.,군중 밀집 및 체류 감지
"현재 시각 17시 15분, 도심 중앙로에서 850명이 집결해 있으며, 기준 인원은 500명입니다.","도심 중앙로에는 기준 인원 500명을 크게 넘는 850명이 집결 중입니다. 이 시점에는 이동 불편이 심하고, 체류 인파가 계속 늘고 있어 긴급 분산 안내와 경계 강화가 요구됩니다.",군중 밀집 및 체류 감지
"공항 입구 대합실에 09시 50분 현재 880명 체류, 기준값 없음","공항 입구 대합실에 09시 50분 현재 기준값 없이 880명이 모여 있습니다. 평소 대비 인원이 크게 밀집된 상태이므로, 현장 질서 유도와 우회 동선 안내를 즉시 시행해 주세요.",군중 밀집 및 체류 감지
"경기장 서문 앞 18:45 980명 감지, 기준 인원 700명",경기장 서문 앞에는 기준 인원 700명을 280명 초과한 980명이 집결했습니다. 18시 45분 현재 입장 대기열이 길어지고 있어 진입 통제와 안내 인력 배치가 시급합니다.,군중 밀집 및 체류 감지
"15:05 버스터미널 2번 출입구 인근 330명 감지, 기준 인원 200명","버스터미널 2번 출입구 인근에는 기준 인원 200명을 초과한 330명이 있습니다. 15시 5분 현재 혼잡이 반복되며, 교통 통제와 안내 방송이 필요합니다.",군중 밀집 및 체류 감지
"축제장 중앙무대 주변에 14시 20분 기준 820명 체류, 기준 인원 500명","축제장 중앙무대 주변에는 기준 인원 500명을 크게 상회한 820명이 14시 20분 현재 체류하고 있습니다. 유입 집중 현상으로 통행이 어렵고, 안전사고 위험이 커지고 있으니 질서 유지와 동선 분산 조치가 필요합니다.",군중 밀집 및 체류 감지
"지하철 역사 1번 출입구 앞에 08:33 기준 420명 감지, 기준 인원 250명",08시 33분 기준 지하철 역사 1번 출입구 앞에 기준 인원 250명을 넘는 420명이 집결 중입니다. 이 시각에는 출입 혼잡이 심해질 수 있어 우회 안내와 인원 분산이 요구됩니다.,군중 밀집 및 체류 감지
"도심 공원 잔디광장 16:22 300명 체류, 기준값 미설정","도심 공원 잔디광장에는 기준 미설정 상태에서 300명이 체류하고 있습니다. 16시 22분 현재 반복 집결 구간으로, 혼잡 방지 안내와 임시 출입 통제가 필요합니다.",군중 밀집 및 체류 감지
"15:48 대형 쇼핑몰 옥외광장 감지 인원 560명, 기준 인원 350명","대형 쇼핑몰 옥외광장에는 기준 인원 350명을 초과한 560명이 15시 48분 현재 밀집되어 있습니다. 유입 증가로 통행 장애가 발생할 수 있으니, 진입 제한과 우회 동선 안내를 준비해 주세요.",군중 밀집 및 체류 감지
"지금 야외 공연장 입구에 17시 08분 730명이 집결해 있으며, 기준 인원은 500명입니다.","야외 공연장 입구에는 기준 인원 500명을 크게 상회한 730명이 이 시점 집결해 있습니다. 공연 시작 전후로 혼잡이 심화될 수 있으니, 질서 유지 인력과 안내 방송을 즉시 강화해 주세요.",군중 밀집 및 체류 감지
